"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.150425323E1,2.633621916E-2,9.576806426E-2,9.636661530E0,9.637173369E0
1.150623684E1,1.436521020E-2,1.149216816E-1,9.646238327E0,9.646933565E0
1.150825097E1,1.915361360E-2,1.101332754E-1,9.655815125E0,9.656462184E0
1.151023458E1,2.873042040E-2,1.029506698E-1,9.655815125E0,9.656406681E0
1.151224870E1,4.548983276E-2,9.816227108E-2,9.643844604E0,9.644451457E0
1.151423232E1,2.154781483E-2,1.077390760E-1,9.612719536E0,9.613347434E0
1.151621593E1,2.633621916E-2,1.221042871E-1,9.612719536E0,9.613531085E0
1.151823005E1,1.675941236E-2,1.197100878E-1,9.619902611E0,9.620662016E0
1.152021366E1,1.436521020E-2,1.125274822E-1,9.622296333E0,9.622965007E0
1.152219727E1,1.915361360E-2,1.125274822E-1,9.634267807E0,9.634943979E0
1.152421140E1,1.675941236E-2,9.816227108E-2,9.631873131E0,9.632387903E0
1.152619501E1,2.394201607E-2,8.140286058E-2,9.612719536E0,9.613094014E0
1.152817862E1,1.675941236E-2,7.900865376E-2,9.595960617E0,9.596300506E0
1.153019275E1,1.436521020E-2,6.703764945E-2,9.598354340E0,9.598599191E0
1.153217636E1,2.633621916E-2,7.900865376E-2,9.607931137E0,9.608292080E0
1.153415997E1,1.436521020E-2,6.224924326E-2,9.619902611E0,9.620114738E0
1.153617410E1,1.675941236E-2,6.943184882E-2,9.617507935E0,9.617773159E0
1.153815771E1,4.548983276E-2,7.422025502E-2,9.607931137E0,9.608325489E0
1.154017184E1,5.027823523E-2,7.182604820E-2,9.605537415E0,9.605937534E0
1.154215545E1,3.830722719E-2,6.703764945E-2,9.631873131E0,9.632182593E0
1.154413906E1,5.267243832E-2,6.464344263E-2,9.643844604E0,9.644205095E0
1.154615318E1,5.027823523E-2,6.464344263E-2,9.679757118E0,9.680103540E0
1.154813679E1,5.027823523E-2,6.224924326E-2,9.677363396E0,9.677694207E0
1.155012041E1,3.351882473E-2,6.224924326E-2,9.662998199E0,9.663256836E0
1.155213453E1,2.394201607E-2,7.422025502E-2,9.624691010E0,9.625006956E0
1.155411814E1,2.873042040E-2,7.900865376E-2,9.622296333E0,9.622663588E0
1.155610175E1,2.873042040E-2,7.182604820E-2,9.634267807E0,9.634578382E0
1.155811588E1,3.112462163E-2,7.661445439E-2,9.639056206E0,9.639410929E0
1.156009949E1,4.070143029E-2,8.858546615E-2,9.617507935E0,9.618002020E0
1.156208310E1,2.394201607E-2,1.029506698E-1,9.564835548E0,9.565419548E0
1.156409723E1,2.394201607E-2,9.816227108E-2,9.536105156E0,9.536640425E0
1.156608084E1,2.873042040E-2,1.101332754E-1,9.528923035E0,9.529602771E0
1.156806445E1,4.788403213E-2,1.077390760E-1,9.569623947E0,9.570350207E0
1.157007858E1,3.591302410E-2,1.173158810E-1,9.586383820E0,9.587168899E0
1.157206219E1,2.873042040E-2,1.053448766E-1,9.619902611E0,9.620522295E0
1.157404580E1,2.154781483E-2,1.077390760E-1,9.607931137E0,9.608559348E0
1.157605993E1,3.112462163E-2,1.149216816E-1,9.593565941E0,9.594304727E0
1.157804354E1,1.436521020E-2,1.101332754E-1,9.598354340E0,9.598996912E0
1.158005766E1,2.633621916E-2,8.379705995E-2,9.639056206E0,9.639456420E0
1.158204127E1,2.154781483E-2,7.661445439E-2,9.655815125E0,9.656143112E0
1.158402488E1,2.154781483E-2,8.858546615E-2,9.662998199E0,9.663428268E0
1.158603901E1,2.873042040E-2,1.029506698E-1,9.598354340E0,9.598949438E0
1.158802262E1,1.675941236E-2,8.619125932E-2,9.550470352E0,9.550873979E0
1.159000623E1,2.633621916E-2,8.379705995E-2,9.548076630E0,9.548480658E0
1.159202036E1,3.351882473E-2,9.337386489E-2,9.562441826E0,9.562956439E0
1.159400397E1,3.591302410E-2,9.816227108E-2,9.586383820E0,9.586953651E0
1.159598758E1,3.351882473E-2,9.576806426E-2,9.581595421E0,9.582132635E0
1.159800171E1,2.633621916E-2,6.703764945E-2,9.536105156E0,9.536377152E0
1.159998532E1,2.394201607E-2,6.943184882E-2,9.512163162E0,9.512446690E0
1.160199945E1,3.591302410E-2,6.943184882E-2,9.533711433E0,9.534031897E0
1.160398306E1,3.112462163E-2,8.140286058E-2,9.572018623E0,9.572415353E0
1.160596667E1,9.576806799E-3,9.337386489E-2,9.595960617E0,9.596419674E0
1.160798079E1,1.915361360E-2,8.379705995E-2,9.610325813E0,9.610710226E0
1.160996441E1,1.436521020E-2,7.661445439E-2,9.603142738E0,9.603459095E0
1.161194802E1,1.675941236E-2,6.943184882E-2,9.583989143E0,9.584255295E0
1.161396214E1,3.112462163E-2,8.379705995E-2,9.574412346E0,9.574829631E0
1.161594575E1,4.548983276E-2,7.900865376E-2,9.586383820E0,9.586817325E0
1.161792936E1,4.309562966E-2,6.224924326E-2,9.574412346E0,9.574711691E0
1.161994349E1,4.788403213E-2,7.182604820E-2,9.569623947E0,9.570013289E0
1.162192710E1,4.788403213E-2,8.619125932E-2,9.567230225E0,9.567738290E0
1.162394123E1,4.309562966E-2,9.337386489E-2,9.555258751E0,9.555812143E0
1.162592484E1,4.788403213E-2,8.858546615E-2,9.557653427E0,9.558183891E0
1.162790845E1,3.830722719E-2,8.140286058E-2,9.583989143E0,9.584411394E0
1.162992258E1,4.309562966E-2,8.140286058E-2,9.600749016E0,9.601190828E0
1.163190619E1,3.591302410E-2,8.379705995E-2,9.591172218E0,9.591605508E0
1.163388980E1,2.154781483E-2,8.619125932E-2,9.560047150E0,9.560459965E0
1.163590393E1,1.675941236E-2,9.816227108E-2,9.555258751E0,9.555777651E0
1.163788754E1,1.915361360E-2,1.101332754E-1,9.562441826E0,9.563095204E0
1.163987115E1,2.394201607E-2,1.053448766E-1,9.603142738E0,9.603750372E0
1.164188527E1,2.154781483E-2,1.101332754E-1,9.605537415E0,9.606192933E0
1.164386889E1,9.576806799E-3,1.101332754E-1,9.583989143E0,9.584626699E0
1.164585249E1,4.788403399E-3,1.029506698E-1,9.555258751E0,9.555814542E0
1.164786662E1,7.182605099E-3,9.816227108E-2,9.552865028E0,9.553372058E0
1.164985023E1,3.112462163E-2,9.337386489E-2,9.579200745E0,9.579706380E0
1.165183384E1,3.112462163E-2,9.097966552E-2,9.600749016E0,9.601230531E0
1.165384797E1,2.154781483E-2,7.661445439E-2,9.588777542E0,9.589107823E0
1.165583158E1,1.197100803E-2,6.703764945E-2,9.574412346E0,9.574654517E0
1.165781519E1,2.394201607E-2,7.182604820E-2,9.552865028E0,9.553165049E0
1.165982932E1,2.154781483E-2,7.900865376E-2,9.574412346E0,9.574762579E0
1.166181293E1,1.915361360E-2,7.182604820E-2,9.595960617E0,9.596248538E0
1.166382706E1,4.070143029E-2,6.464344263E-2,9.624691010E0,9.624994151E0
1.166581067E1,2.873042040E-2,6.224924326E-2,9.617507935E0,9.617752299E0
1.166779428E1,2.394201607E-2,5.027823523E-2,9.581595421E0,9.581757246E0
1.166980841E1,3.591302410E-2,5.027823523E-2,9.536105156E0,9.536305322E0
1.167179202E1,3.591302410E-2,6.224924326E-2,9.543288231E0,9.543558821E0
1.167377563E1,3.351882473E-2,5.267243832E-2,9.572018623E0,9.572222230E0
1.167578975E1,1.675941236E-2,5.267243832E-2,9.624691010E0,9.624849728E0
1.167777336E1,2.633621916E-2,5.267243832E-2,9.622296333E0,9.622476537E0
1.167975698E1,3.351882473E-2,6.464344263E-2,9.562441826E0,9.562719067E0
1.168177110E1,3.112462163E-2,7.182604820E-2,9.536105156E0,9.536426441E0
1.168375471E1,3.351882473E-2,6.703764945E-2,9.531316757E0,9.531611442E0
1.168573832E1,3.112462163E-2,7.661445439E-2,9.583989143E0,9.584345904E0
1.168775245E1,3.830722719E-2,7.900865376E-2,9.603142738E0,9.603544151E0
1.168973606E1,2.394201607E-2,8.140286058E-2,9.612719536E0,9.613094014E0
1.169171967E1,2.394201607E-2,9.097966552E-2,9.550470352E0,9.550933696E0
1.169373380E1,2.154781483E-2,8.619125932E-2,9.519346237E0,9.519760818E0
1.169571741E1,3.112462163E-2,9.097966552E-2,9.524134636E0,9.524620024E0
1.169770102E1,2.873042040E-2,8.379705995E-2,9.595960617E0,9.596369498E0
1.169971515E1,2.633621916E-2,7.182604820E-2,9.665391922E0,9.665694677E0
1.170169876E1,2.633621916E-2,8.858546615E-2,9.653421402E0,9.653863773E0
1.170368237E1,1.436521020E-2,1.053448766E-1,9.588777542E0,9.589366958E0
1.170569650E1,1.197100803E-2,1.029506698E-1,9.538499832E0,9.539062910E0
1.170768011E1,2.154781483E-2,9.337386489E-2,9.545681953E0,9.546162943E0
1.170966372E1,2.873042040E-2,9.337386489E-2,9.595960617E0,9.596457903E0
1.171167784E1,3.112462163E-2,9.576806426E-2,9.636661530E0,9.637187645E0
1.171366145E1,2.633621916E-2,1.005564705E-1,9.631873131E0,9.632434023E0
1.171567558E1,3.830722719E-2,8.619125932E-2,9.567230225E0,9.567695153E0
1.171765919E1,2.633621916E-2,8.379705995E-2,9.504981041E0,9.505386901E0
1.171964280E1,3.112462163E-2,9.576806426E-2,9.507374763E0,9.507908033E0
1.172165693E1,3.351882473E-2,9.097966552E-2,9.550470352E0,9.550962504E0
1.172364054E1,3.351882473E-2,8.379705995E-2,9.598354340E0,9.598778646E0
1.172562415E1,4.070143029E-2,7.661445439E-2,9.579200745E0,9.579593587E0
1.172763828E1,3.591302410E-2,7.182604820E-2,9.543288231E0,9.543626092E0
1.172962189E1,2.154781483E-2,6.703764945E-2,9.490615845E0,9.490877065E0
1.173160550E1,2.394201607E-2,5.746084079E-2,9.504981041E0,9.505184878E0
1.173361963E1,2.633621916E-2,5.746084079E-2,9.531316757E0,9.531526345E0
1.173560324E1,2.633621916E-2,4.548983276E-2,9.574412346E0,9.574556632E0
1.173758685E1,3.112462163E-2,6.703764945E-2,9.569623947E0,9.569909366E0
1.173960097E1,3.112462163E-2,5.746084079E-2,9.560047150E0,9.560270498E0
1.174158458E1,3.591302410E-2,5.746084079E-2,9.550470352E0,9.550710730E0
1.174356820E1,2.873042040E-2,5.267243832E-2,9.557653427E0,9.557841747E0
1.174558232E1,2.873042040E-2,4.309562966E-2,9.564835548E0,9.564975783E0
1.174756593E1,3.830722719E-2,5.027823523E-2,9.567230225E0,9.567439026E0
1.174954954E1,4.070143029E-2,7.661445439E-2,9.545681953E0,9.546076175E0
1.175156367E1,2.873042040E-2,8.858546615E-2,9.519346237E0,9.519801763E0
1.175354728E1,2.633621916E-2,7.661445439E-2,9.507374763E0,9.507719930E0
1.175553089E1,9.576806799E-3,6.464344263E-2,9.509769440E0,9.509993969E0
1.175754502E1,1.915361360E-2,8.619125932E-2,9.538499832E0,9.538908472E0
1.175952863E1,2.873042040E-2,8.858546615E-2,9.552865028E0,9.553318956E0
1.176151224E1,2.873042040E-2,9.097966552E-2,9.579200745E0,9.579675863E0
1.176352637E1,2.394201607E-2,8.379705995E-2,9.579200745E0,9.579597177E0
1.176550998E1,1.675941236E-2,8.140286058E-2,9.567230225E0,9.567591205E0
1.176749359E1,1.436521020E-2,9.337386489E-2,9.538499832E0,9.538967664E0
1.176950772E1,3.830722719E-2,7.661445439E-2,9.536105156E0,9.536489855E0
1.177149133E1,2.633621916E-2,7.900865376E-2,9.531316757E0,9.531680602E0
1.177347494E1,2.873042040E-2,9.337386489E-2,9.526528358E0,9.527029268E0
1.177548906E1,2.873042040E-2,1.149216816E-1,9.514557838E0,9.515295229E0
1.177747268E1,4.309562966E-2,1.244984865E-1,9.485827446E0,9.486742299E0
1.177948680E1,5.027823523E-2,1.149216816E-1,9.500192642E0,9.501020742E0
1.178147041E1,4.548983276E-2,1.005564705E-1,9.543288231E0,9.543926403E0
1.178345402E1,3.830722719E-2,8.858546615E-2,9.552865028E0,9.553352557E0
1.178546815E1,4.548983276E-2,9.337386489E-2,9.552865028E0,9.553429659E0
1.178745176E1,1.915361360E-2,8.619125932E-2,9.540893555E0,9.541302092E0
1.178943537E1,2.394201607E-2,8.379705995E-2,9.524134636E0,9.524533360E0
1.179144950E1,2.394201607E-2,7.900865376E-2,9.531316757E0,9.531674287E0
1.179343311E1,1.675941236E-2,7.661445439E-2,9.540893555E0,9.541215880E0
1.179541672E1,2.633621916E-2,8.379705995E-2,9.555258751E0,9.555662475E0
1.179743085E1,1.915361360E-2,7.422025502E-2,9.548076630E0,9.548384305E0
1.179941446E1,1.197100803E-2,7.182604820E-2,9.531316757E0,9.531594904E0
1.180139807E1,2.873042040E-2,7.182604820E-2,9.514557838E0,9.514872321E0
1.180341220E1,4.548983276E-2,5.746084079E-2,9.531316757E0,9.531598512E0
1.180539581E1,3.830722719E-2,6.703764945E-2,9.543288231E0,9.543600565E0
1.180737942E1,5.027823523E-2,6.703764945E-2,9.564835548E0,9.565202612E0
1.180939354E1,4.070143029E-2,5.985504389E-2,9.543288231E0,9.543562725E0
1.181137715E1,3.830722719E-2,5.985504389E-2,9.533711433E0,9.533976283E0
1.181336076E1,3.830722719E-2,6.464344263E-2,9.519346237E0,9.519642798E0
1.181537489E1,4.309562966E-2,6.943184882E-2,9.504981041E0,9.505332325E0
1.181735850E1,4.788403213E-2,7.900865376E-2,9.516951561E0,9.517399974E0
1.181934211E1,5.027823523E-2,7.661445439E-2,9.528923035E0,9.529363666E0
1.182135624E1,2.873042040E-2,7.900865376E-2,9.548076630E0,9.548446739E0
1.182333985E1,3.351882473E-2,9.097966552E-2,9.536105156E0,9.536598049E0
1.182532346E1,3.591302410E-2,9.097966552E-2,9.528923035E0,9.529425022E0
1.182733759E1,3.351882473E-2,9.097966552E-2,9.524134636E0,9.524628149E0
1.182932120E1,3.830722719E-2,9.337386489E-2,9.543288231E0,9.543821896E0
1.183130481E1,5.506663769E-2,1.005564705E-1,9.552865028E0,9.553552962E0
1.183331894E1,4.309562966E-2,1.101332754E-1,9.540893555E0,9.541626507E0
1.183530255E1,2.394201607E-2,1.005564705E-1,9.526528358E0,9.527089135E0
1.183731668E1,2.633621916E-2,1.101332754E-1,9.516951561E0,9.517625226E0
1.183930028E1,3.830722719E-2,1.197100878E-1,9.521739960E0,9.522569496E0
1.184128390E1,4.070143029E-2,1.173158810E-1,9.528923035E0,9.529732096E0
1.184329802E1,4.788403213E-2,9.337386489E-2,9.533711433E0,9.534288922E0
1.184528163E1,4.788403213E-2,9.097966552E-2,9.521739960E0,9.522294999E0
1.184726524E1,3.112462163E-2,9.816227108E-2,9.504981041E0,9.505538868E0
1.184927937E1,3.351882473E-2,1.077390760E-1,9.476250648E0,9.476922368E0
1.185126298E1,3.830722719E-2,9.816227108E-2,9.473855972E0,9.474441950E0
1.185324659E1,4.548983276E-2,1.029506698E-1,9.483432770E0,9.484100657E0
1.185526072E1,3.112462163E-2,1.005564705E-1,9.512163162E0,9.512745575E0
1.185724433E1,3.112462163E-2,9.816227108E-2,9.516951561E0,9.517508686E0
1.185925846E1,1.915361360E-2,8.858546615E-2,9.521739960E0,9.522171292E0
1.186124207E1,2.633621916E-2,9.576806426E-2,9.502586365E0,9.503105426E0
1.186322568E1,3.112462163E-2,8.379705995E-2,9.512163162E0,9.512583178E0
1.186523981E1,3.591302410E-2,7.422025502E-2,9.524134636E0,9.524491533E0
1.186722342E1,3.351882473E-2,6.224924326E-2,9.521739960E0,9.522002433E0
1.186920703E1,3.112462163E-2,7.900865376E-2,9.495404243E0,9.495783952E0
1.187122116E1,2.394201607E-2,8.619125932E-2,9.495404243E0,9.495825604E0
1.187320476E1,2.394201607E-2,8.140286058E-2,9.495404243E0,9.495783348E0
1.187518838E1,3.351882473E-2,9.097966552E-2,9.509769440E0,9.510263698E0
1.187720250E1,3.351882473E-2,8.858546615E-2,9.507374763E0,9.507846538E0
1.187918611E1,3.351882473E-2,7.182604820E-2,9.504981041E0,9.505311519E0
1.188116972E1,4.548983276E-2,7.182604820E-2,9.476250648E0,9.476632031E0
1.188318385E1,2.633621916E-2,7.422025502E-2,9.457097054E0,9.457424963E0
1.188516746E1,1.915361360E-2,7.182604820E-2,9.459490776E0,9.459782851E0
1.188715107E1,4.788403399E-3,8.140286058E-2,9.471462250E0,9.471813264E0
1.188916520E1,2.394201700E-3,7.900865376E-2,9.476250648E0,9.476580314E0
1.189114881E1,2.394201700E-3,7.900865376E-2,9.481039047E0,9.481368547E0
1.189313242E1,-4.788403399E-3,6.703764945E-2,9.490615845E0,9.490853812E0
1.189514655E1,7.182605099E-3,6.703764945E-2,9.497797966E0,9.498037262E0
1.189713016E1,2.394201700E-3,7.422025502E-2,9.509769440E0,9.510059368E0
1.189911377E1,2.154781483E-2,7.422025502E-2,9.524134636E0,9.524448200E0
1.190112790E1,2.394201607E-2,8.379705995E-2,9.514557838E0,9.514956964E0
1.190311151E1,3.591302410E-2,8.858546615E-2,9.512163162E0,9.512643437E0
1.190509512E1,3.112462163E-2,1.029506698E-1,9.493009567E0,9.493618816E0
1.190710925E1,3.351882473E-2,1.221042871E-1,9.485827446E0,9.486672510E0
1.190909286E1,4.548983276E-2,9.576806426E-2,9.483432770E0,9.484025408E0
1.191110698E1,4.070143029E-2,9.097966552E-2,9.481039047E0,9.481562916E0
1.191309059E1,2.873042040E-2,1.005564705E-1,9.473855972E0,9.474433177E0
1.191507420E1,2.394201607E-2,8.858546615E-2,9.473855972E0,9.474300375E0
1.191708833E1,2.394201607E-2,8.379705995E-2,9.481039047E0,9.481439584E0
1.191907194E1,2.394201607E-2,8.619125932E-2,9.466673851E0,9.467096490E0
1.192105555E1,2.873042040E-2,7.182604820E-2,9.461885452E0,9.462201685E0
1.192306968E1,3.591302410E-2,6.703764945E-2,9.464279175E0,9.464584729E0
1.192505329E1,3.830722719E-2,8.858546615E-2,9.471462250E0,9.471953968E0
1.192703690E1,3.351882473E-2,6.464344263E-2,9.469067574E0,9.469347549E0
1.192905103E1,3.112462163E-2,7.661445439E-2,9.442731857E0,9.443093955E0
1.193103464E1,2.154781483E-2,7.661445439E-2,9.440337181E0,9.440672655E0
1.193301825E1,3.591302410E-2,7.182604820E-2,9.437943459E0,9.438285091E0
1.193503238E1,4.548983276E-2,5.506663769E-2,9.457097054E0,9.457366776E0
1.193701599E1,5.027823523E-2,4.788403213E-2,9.466673851E0,9.466928466E0
1.193899960E1,3.830722719E-2,6.224924326E-2,9.497797966E0,9.498079207E0
1.194101372E1,3.112462163E-2,5.746084079E-2,9.528923035E0,9.529147112E0
1.194299734E1,3.830722719E-2,6.224924326E-2,9.524134636E0,9.524415099E0
1.194498095E1,3.830722719E-2,7.182604820E-2,9.507374763E0,9.507723246E0
1.194699507E1,2.394201607E-2,8.619125932E-2,9.471462250E0,9.471884675E0
1.194897868E1,1.436521020E-2,1.005564705E-1,9.461885452E0,9.462430675E0
1.195096229E1,2.633621916E-2,8.379705995E-2,9.469067574E0,9.469474973E0
1.195297642E1,2.633621916E-2,7.182604820E-2,9.485827446E0,9.486135932E0
1.195496003E1,1.675941236E-2,5.985504389E-2,9.461885452E0,9.462089612E0
1.195694364E1,3.351882473E-2,7.422025502E-2,9.437943459E0,9.438294808E0
1.195895777E1,3.351882473E-2,7.661445439E-2,9.402029991E0,9.402401887E0
1.196094138E1,2.873042040E-2,7.422025502E-2,9.414001465E0,9.414337877E0
1.196295551E1,2.394201607E-2,8.619125932E-2,9.435548782E0,9.435972816E0
1.196493912E1,3.112462163E-2,1.125274822E-1,9.473855972E0,9.474575355E0
1.196692273E1,3.112462163E-2,9.816227108E-2,9.459490776E0,9.460051285E0
1.196893686E1,3.351882473E-2,1.029506698E-1,9.452308655E0,9.452928713E0
1.197092047E1,2.154781483E-2,1.268926859E-1,9.425971985E0,9.426850689E0
1.197290408E1,3.830722719E-2,1.149216816E-1,9.435548782E0,9.436326365E0
1.197491820E1,4.309562966E-2,1.005564705E-1,9.493009567E0,9.493639949E0
1.197690181E1,3.830722719E-2,1.077390760E-1,9.521739960E0,9.522426530E0
1.197888542E1,4.548983276E-2,1.077390760E-1,9.538499832E0,9.539216744E0
1.198089955E1,3.351882473E-2,1.053448766E-1,9.495404243E0,9.496047746E0
1.198288316E1,1.915361360E-2,1.005564705E-1,9.476250648E0,9.476803513E0
1.198486677E1,1.675941236E-2,9.337386489E-2,9.433155060E0,9.433632065E0
1.198688090E1,3.591302410E-2,8.858546615E-2,9.464279175E0,9.464761879E0
1.198886451E1,4.788403213E-2,8.858546615E-2,9.495404243E0,9.495938185E0
1.199087864E1,3.112462163E-2,8.619125932E-2,9.526528358E0,9.526969100E0
1.199286225E1,3.591302410E-2,8.619125932E-2,9.469067574E0,9.469527939E0
1.199484586E1,2.633621916E-2,9.337386489E-2,9.430760384E0,9.431259390E0
1.199685999E1,2.154781483E-2,8.858546615E-2,9.387664795E0,9.388107477E0
1.199884360E1,2.394201607E-2,8.619125932E-2,9.423578262E0,9.424002834E0
1.200082721E1,4.309562966E-2,5.506663769E-2,9.509769440E0,9.510026518E0
1.200284134E1,3.830722719E-2,5.506663769E-2,9.526528358E0,9.526764526E0
1.200482495E1,1.675941236E-2,6.703764945E-2,9.502586365E0,9.502837605E0
1.200680856E1,1.675941236E-2,6.703764945E-2,9.421183586E0,9.421436997E0
1.200882268E1,2.154781483E-2,7.182604820E-2,9.404424667E0,9.404723633E0
1.201080629E1,3.112462163E-2,8.140286058E-2,9.454702377E0,9.455104030E0
1.201278990E1,2.633621916E-2,5.746084079E-2,9.560047150E0,9.560256108E0
1.201480403E1,1.915361360E-2,4.788403213E-2,9.581595421E0,9.581734214E0
1.201678764E1,9.576806799E-3,5.746084079E-2,9.540893555E0,9.541071391E0
1.201877125E1,2.154781483E-2,6.703764945E-2,9.418789864E0,9.419053076E0
1.202078538E1,2.873042040E-2,8.140286058E-2,9.368511200E0,9.368908899E0
1.202276899E1,2.633621916E-2,8.379705995E-2,9.409213066E0,9.409623057E0
1.202475260E1,2.394201607E-2,6.703764945E-2,9.519346237E0,9.519612390E0
1.202676673E1,4.070143029E-2,7.182604820E-2,9.555258751E0,9.555615385E0
1.202875034E1,2.394201607E-2,7.661445439E-2,9.519346237E0,9.519684647E0
1.203073395E1,1.197100803E-2,8.858546615E-2,9.390059471E0,9.390484948E0
1.203274808E1,1.436521020E-2,1.101332754E-1,9.337387085E0,9.338047616E0
1.203473169E1,2.633621916E-2,1.125274822E-1,9.356540680E0,9.357254380E0
1.203671530E1,2.394201607E-2,9.337386489E-2,9.493009567E0,9.493498962E0
1.203872943E1,2.873042040E-2,7.900865376E-2,9.562441826E0,9.562811379E0
1.204071304E1,2.154781483E-2,7.900865376E-2,9.533711433E0,9.534063162E0
1.204269665E1,0.000000000E0,8.140286058E-2,9.423578262E0,9.423929843E0
1.204471077E1,-7.182605099E-3,1.077390760E-1,9.346963882E0,9.347587556E0
1.204669438E1,1.915361360E-2,9.097966552E-2,9.454702377E0,9.455159502E0
1.204867799E1,3.351882473E-2,9.097966552E-2,9.533711433E0,9.534204451E0
1.205069212E1,4.070143029E-2,6.943184882E-2,9.607931137E0,9.608268217E0
1.205267573E1,4.548983276E-2,7.900865376E-2,9.509769440E0,9.510206438E0
1.205468986E1,3.112462163E-2,9.097966552E-2,9.425971985E0,9.426462428E0
1.205667347E1,2.633621916E-2,8.619125932E-2,9.339780807E0,9.340215633E0
1.205865708E1,5.267243832E-2,8.140286058E-2,9.418789864E0,9.419288896E0
1.206067121E1,6.464344263E-2,7.661445439E-2,9.500192642E0,9.500721488E0
1.206265482E1,4.548983276E-2,6.224924326E-2,9.545681953E0,9.545993309E0
1.206463843E1,1.436521020E-2,7.182604820E-2,9.445125580E0,9.445409603E0
1.206665256E1,1.436521020E-2,8.858546615E-2,9.339780807E0,9.340211950E0
1.206863617E1,9.576806799E-3,7.182604820E-2,9.334992409E0,9.335273642E0
1.207061978E1,3.591302410E-2,7.661445439E-2,9.428366661E0,9.428746333E0
1.207263390E1,1.675941236E-2,6.943184882E-2,9.536105156E0,9.536372644E0
1.207461752E1,1.197100803E-2,6.943184882E-2,9.545681953E0,9.545941967E0
1.207663164E1,0.000000000E0,8.140286058E-2,9.469067574E0,9.469417466E0
1.207861525E1,1.915361360E-2,9.576806426E-2,9.385271072E0,9.385779216E0
1.208059886E1,2.873042040E-2,9.337386489E-2,9.390059471E0,9.390567661E0
1.208261299E1,4.548983276E-2,7.182604820E-2,9.459490776E0,9.459872835E0
1.208459660E1,3.351882473E-2,5.985504389E-2,9.531316757E0,9.531563632E0
1.208658021E1,3.591302410E-2,6.943184882E-2,9.516951561E0,9.517272589E0
1.208859434E1,3.591302410E-2,7.661445439E-2,9.447520256E0,9.447899158E0
1.209057795E1,5.027823523E-2,8.619125932E-2,9.397241592E0,9.397771352E0
1.209256156E1,3.830722719E-2,8.379705995E-2,9.423578262E0,9.424028685E0
1.209457569E1,3.112462163E-2,9.097966552E-2,9.457097054E0,9.457585882E0
1.209655930E1,2.633621916E-2,1.077390760E-1,9.512163162E0,9.512809749E0
1.209854291E1,1.915361360E-2,9.816227108E-2,9.473855972E0,9.474383868E0
1.210055704E1,1.436521020E-2,1.005564705E-1,9.440337181E0,9.440883648E0
1.210254065E1,4.788403399E-3,1.029506698E-1,9.385271072E0,9.385836930E0
1.210455477E1,3.112462163E-2,1.077390760E-1,9.428366661E0,9.429033585E0
1.210653838E1,2.394201607E-2,1.173158810E-1,9.464279175E0,9.465036531E0
1.210852199E1,2.873042040E-2,1.005564705E-1,9.524134636E0,9.524708794E0
1.211053612E1,1.197100803E-2,1.125274822E-1,9.526528358E0,9.527200444E0
1.211251973E1,1.197100803E-2,1.125274822E-1,9.459490776E0,9.460167624E0
1.211450334E1,1.197100803E-2,1.077390760E-1,9.440337181E0,9.440959544E0
1.211651747E1,3.830722719E-2,8.858546615E-2,9.454702377E0,9.455194967E0
1.211850108E1,4.788403213E-2,9.816227108E-2,9.526528358E0,9.527154417E0
1.212048469E1,3.830722719E-2,1.029506698E-1,9.560047150E0,9.560678208E0
1.212249882E1,1.915361360E-2,1.005564705E-1,9.531316757E0,9.531866427E0
1.212448243E1,1.675941236E-2,8.140286058E-2,9.435548782E0,9.435914801E0
1.212646604E1,2.394201607E-2,6.943184882E-2,9.409213066E0,9.409499696E0
1.212848017E1,2.633621916E-2,7.900865376E-2,9.421183586E0,9.421551684E0
1.213046378E1,2.394201607E-2,7.661445439E-2,9.528923035E0,9.529261104E0
1.213244739E1,2.633621916E-2,7.182604820E-2,9.557653427E0,9.557959595E0
1.213446152E1,3.112462163E-2,5.985504389E-2,9.514557838E0,9.514797015E0
1.213644513E1,3.112462163E-2,5.027823523E-2,9.435548782E0,9.435734071E0
1.213845925E1,3.591302410E-2,6.224924326E-2,9.428366661E0,9.428640549E0
1.214044286E1,3.591302410E-2,5.746084079E-2,9.473855972E0,9.474098294E0
1.214242647E1,3.591302410E-2,4.070143029E-2,9.574412346E0,9.574566211E0
1.214444060E1,5.267243832E-2,4.548983276E-2,9.583989143E0,9.584241838E0
1.214642421E1,6.224924326E-2,5.027823523E-2,9.538499832E0,9.538835459E0
1.214840782E1,4.548983276E-2,6.464344263E-2,9.449913979E0,9.450244563E0
1.215042195E1,5.027823523E-2,8.140286058E-2,9.454702377E0,9.455186480E0
1.215240556E1,4.788403213E-2,7.422025502E-2,9.485827446E0,9.486238657E0
1.215438917E1,4.548983276E-2,7.900865376E-2,9.540893555E0,9.541329127E0
1.215640330E1,3.351882473E-2,7.182604820E-2,9.557653427E0,9.557982084E0
1.215838691E1,3.591302410E-2,6.464344263E-2,9.476250648E0,9.476539182E0
1.216037052E1,3.830722719E-2,8.140286058E-2,9.461885452E0,9.462313152E0
1.216238465E1,4.788403213E-2,8.619125932E-2,9.488221169E0,9.488733464E0
