"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
4.159376599E1,3.591302410E-2,1.005564705E-1,9.859322548E0,9.859900732E0
4.159578012E1,2.394201607E-2,9.816227108E-2,9.864110947E0,9.864628418E0
4.159776373E1,1.675941236E-2,9.576806426E-2,9.849745750E0,9.850225568E0
4.159974734E1,1.197100803E-2,9.576806426E-2,9.842563629E0,9.843036809E0
4.160176146E1,1.675941236E-2,1.053448766E-1,9.856928825E0,9.857505987E0
4.160374508E1,1.675941236E-2,8.858546615E-2,9.854534149E0,9.854946553E0
4.160572868E1,9.576806799E-3,8.379705995E-2,9.844957352E0,9.845318630E0
4.160774281E1,2.154781483E-2,8.619125932E-2,9.830592155E0,9.830993610E0
4.160972642E1,3.351882473E-2,9.576806426E-2,9.823410034E0,9.823934025E0
4.161171003E1,3.830722719E-2,1.029506698E-1,9.847352028E0,9.847964675E0
4.161372416E1,3.351882473E-2,1.101332754E-1,9.854534149E0,9.855206550E0
4.161570777E1,2.394201607E-2,1.125274822E-1,9.842563629E0,9.843235974E0
4.161769138E1,3.351882473E-2,9.816227108E-2,9.842563629E0,9.843110186E0
4.161967499E1,2.633621916E-2,9.576806426E-2,9.835380554E0,9.835882053E0
4.162168912E1,2.154781483E-2,9.097966552E-2,9.842563629E0,9.843007691E0
4.162367273E1,2.394201607E-2,9.097966552E-2,9.847352028E0,9.847801403E0
4.162565634E1,2.154781483E-2,8.379705995E-2,9.835380554E0,9.835761125E0
4.162767047E1,1.197100803E-2,6.943184882E-2,9.842563629E0,9.842815800E0
4.162965408E1,2.633621916E-2,8.858546615E-2,9.835380554E0,9.835814741E0
4.163166821E1,2.633621916E-2,1.101332754E-1,9.844957352E0,9.845608574E0
4.163365182E1,7.182605099E-3,1.053448766E-1,9.847352028E0,9.847918110E0
4.163563543E1,7.182605099E-3,7.661445439E-2,9.840168953E0,9.840469826E0
4.163764955E1,1.915361360E-2,9.337386489E-2,9.840168953E0,9.840630598E0
4.163963316E1,2.154781483E-2,1.101332754E-1,9.835380554E0,9.836020755E0
4.164161678E1,3.351882473E-2,1.197100878E-1,9.842563629E0,9.843348658E0
4.164363090E1,2.394201700E-3,8.619125932E-2,9.844957352E0,9.845334932E0
4.164561451E1,1.675941236E-2,8.140286058E-2,9.847352028E0,9.847702740E0
4.164759812E1,3.830722719E-2,7.422025502E-2,9.844957352E0,9.845311643E0
4.164961225E1,2.394201607E-2,8.858546615E-2,9.852140427E0,9.852567766E0
4.165159586E1,1.436521020E-2,8.619125932E-2,9.859322548E0,9.859709752E0
4.165357947E1,3.112462163E-2,8.140286058E-2,9.856928825E0,9.857314088E0
4.165559360E1,1.915361360E-2,6.464344263E-2,9.837775230E0,9.838006257E0
4.165757721E1,2.154781483E-2,8.379705995E-2,9.849745750E0,9.850125766E0
4.165956082E1,2.873042040E-2,9.337386489E-2,9.847352028E0,9.847836619E0
4.166157495E1,2.154781483E-2,9.097966552E-2,9.861717224E0,9.862160423E0
4.166355856E1,4.788403399E-3,1.029506698E-1,9.854534149E0,9.855073062E0
4.166554217E1,1.675941236E-2,1.053448766E-1,9.847352028E0,9.847929751E0
4.166755630E1,3.830722719E-2,1.005564705E-1,9.849745750E0,9.850333517E0
4.166953991E1,2.154781483E-2,9.816227108E-2,9.849745750E0,9.850258448E0
4.167152352E1,2.154781483E-2,1.029506698E-1,9.852140427E0,9.852701870E0
4.167350713E1,3.351882473E-2,1.005564705E-1,9.849745750E0,9.850316059E0
4.167552125E1,3.351882473E-2,8.140286058E-2,9.844957352E0,9.845350943E0
4.167750486E1,2.873042040E-2,8.858546615E-2,9.847352028E0,9.847792381E0
4.167948848E1,1.436521020E-2,8.379705995E-2,9.849745750E0,9.850112672E0
4.168150260E1,3.112462163E-2,8.858546615E-2,9.847352028E0,9.847799657E0
4.168348621E1,2.633621916E-2,8.140286058E-2,9.842563629E0,9.842935478E0
4.168546982E1,1.675941236E-2,9.337386489E-2,9.842563629E0,9.843020794E0
4.168748395E1,9.576806799E-3,9.576806426E-2,9.849745750E0,9.850215966E0
4.168946756E1,2.394201607E-2,9.576806426E-2,9.849745750E0,9.850240408E0
4.169145117E1,2.154781483E-2,1.005564705E-1,9.849745750E0,9.850282598E0
4.169346530E1,2.154781483E-2,9.097966552E-2,9.844957352E0,9.845401305E0
4.169544891E1,2.633621916E-2,8.858546615E-2,9.821015358E0,9.821450180E0
4.169743252E1,3.112462163E-2,8.858546615E-2,9.818621635E0,9.819070574E0
4.169944665E1,1.675941236E-2,8.619125932E-2,9.842563629E0,9.842955278E0
4.170143026E1,1.675941236E-2,9.337386489E-2,9.847352028E0,9.847808970E0
4.170341387E1,2.154781483E-2,7.900865376E-2,9.830592155E0,9.830933262E0
4.170542800E1,2.394201607E-2,8.140286058E-2,9.832986832E0,9.833352921E0
4.170741161E1,1.436521020E-2,8.858546615E-2,9.840168953E0,9.840578172E0
4.170939522E1,2.154781483E-2,1.053448766E-1,9.847352028E0,9.847939064E0
4.171140934E1,2.873042040E-2,9.576806426E-2,9.844957352E0,9.845465058E0
4.171339296E1,2.633621916E-2,9.097966552E-2,9.837775230E0,9.838231161E0
4.171537656E1,1.197100803E-2,1.173158810E-1,9.852140427E0,9.852846153E0
4.171739069E1,9.576806799E-3,1.221042871E-1,9.856928825E0,9.857689742E0
4.171937430E1,1.915361360E-2,1.197100878E-1,9.866505623E0,9.867250406E0
4.172135791E1,9.576806799E-3,1.197100878E-1,9.864110947E0,9.864841965E0
4.172337204E1,1.675941236E-2,9.816227108E-2,9.859322548E0,9.859825445E0
4.172535565E1,1.436521020E-2,9.576806426E-2,9.856928825E0,9.857404514E0
4.172733926E1,1.675941236E-2,9.337386489E-2,9.868899345E0,9.869355290E0
4.172935339E1,1.197100803E-2,1.077390760E-1,9.859322548E0,9.859918464E0
4.173133700E1,1.675941236E-2,1.053448766E-1,9.852140427E0,9.852717869E0
4.173332061E1,-2.394201700E-3,7.900865376E-2,9.849745750E0,9.850062916E0
4.173533474E1,2.394201700E-3,8.140286058E-2,9.856928825E0,9.857265241E0
4.173731835E1,-2.394201700E-3,8.619125932E-2,9.849745750E0,9.850123147E0
4.173930196E1,2.394201700E-3,1.005564705E-1,9.842563629E0,9.843077574E0
4.174131609E1,9.576806799E-3,1.101332754E-1,9.852140427E0,9.852760630E0
4.174329970E1,9.576806799E-3,1.173158810E-1,9.847352028E0,9.848055478E0
4.174528331E1,7.182605099E-3,9.337386489E-2,9.844957352E0,9.845402761E0
4.174729743E1,1.915361360E-2,9.097966552E-2,9.842563629E0,9.843002741E0
4.174928105E1,1.436521020E-2,1.053448766E-1,9.830592155E0,9.831167074E0
4.175126466E1,2.154781483E-2,1.101332754E-1,9.825803757E0,9.826444581E0
4.175327878E1,3.112462163E-2,1.029506698E-1,9.828198433E0,9.828786905E0
4.175526239E1,2.394201607E-2,1.101332754E-1,9.849745750E0,9.850390546E0
4.175724600E1,2.873042040E-2,1.101332754E-1,9.854534149E0,9.855191427E0
4.175926013E1,1.197100803E-2,1.077390760E-1,9.849745750E0,9.850342246E0
4.176124374E1,1.915361360E-2,9.097966552E-2,9.835380554E0,9.835819986E0
4.176322735E1,3.112462163E-2,8.858546615E-2,9.847352028E0,9.847799657E0
4.176524148E1,2.394201607E-2,1.005564705E-1,9.849745750E0,9.850288126E0
4.176722509E1,2.394201607E-2,9.576806426E-2,9.847352028E0,9.847846805E0
4.176920870E1,2.154781483E-2,1.005564705E-1,9.844957352E0,9.845494460E0
4.177122283E1,3.112462163E-2,9.576806426E-2,9.837775230E0,9.838290591E0
4.177320644E1,2.394201607E-2,8.619125932E-2,9.854534149E0,9.854940155E0
4.177519005E1,1.915361360E-2,9.337386489E-2,9.859322548E0,9.859783296E0
4.177717366E1,1.675941236E-2,1.029506698E-1,9.856928825E0,9.857480692E0
4.177918779E1,1.675941236E-2,1.077390760E-1,9.856928825E0,9.857531864E0
4.178117140E1,2.394201607E-2,8.858546615E-2,9.847352028E0,9.847779575E0
4.178318552E1,2.394201607E-2,8.858546615E-2,9.861717224E0,9.862144149E0
4.178516914E1,1.915361360E-2,9.576806426E-2,9.861717224E0,9.862200819E0
4.178715274E1,2.633621916E-2,1.005564705E-1,9.856928825E0,9.857476912E0
4.178913636E1,1.675941236E-2,9.816227108E-2,9.852140427E0,9.852643691E0
4.179115048E1,4.070143029E-2,7.900865376E-2,9.837775230E0,9.838176684E0
4.179313409E1,2.873042040E-2,9.576806426E-2,9.849745750E0,9.850253210E0
4.179511770E1,3.351882473E-2,1.005564705E-1,9.856928825E0,9.857498718E0
4.179713183E1,3.830722719E-2,9.816227108E-2,9.849745750E0,9.850309367E0
4.179911544E1,2.394201607E-2,1.029506698E-1,9.864110947E0,9.864677229E0
4.180109905E1,3.351882473E-2,1.053448766E-1,9.849745750E0,9.850366105E0
4.180311318E1,3.591302410E-2,9.816227108E-2,9.842563629E0,9.843118630E0
4.180509679E1,2.873042040E-2,9.337386489E-2,9.837775230E0,9.838260293E0
4.180708040E1,1.675941236E-2,1.029506698E-1,9.844957352E0,9.845509889E0
4.180909453E1,2.154781483E-2,1.029506698E-1,9.847352028E0,9.847913744E0
4.181107814E1,3.351882473E-2,8.619125932E-2,9.861717224E0,9.862150833E0
4.181306175E1,1.675941236E-2,9.097966552E-2,9.861717224E0,9.862151124E0
4.181507588E1,2.633621916E-2,9.576806426E-2,9.849745750E0,9.850246518E0
4.181705949E1,3.830722719E-2,8.140286058E-2,9.837775230E0,9.838186589E0
4.181904310E1,1.436521020E-2,8.619125932E-2,9.847352028E0,9.847739703E0
4.182105723E1,1.197100803E-2,9.337386489E-2,9.844957352E0,9.845407419E0
4.182304084E1,1.436521020E-2,8.379705995E-2,9.844957352E0,9.845324452E0
4.182502445E1,1.915361360E-2,9.097966552E-2,9.854534149E0,9.854972727E0
4.182703857E1,1.197100803E-2,9.337386489E-2,9.842563629E0,9.843013806E0
4.182902218E1,1.197100803E-2,9.816227108E-2,9.842563629E0,9.843060395E0
4.183100579E1,2.394201607E-2,1.029506698E-1,9.847352028E0,9.847919274E0
4.183301992E1,3.112462163E-2,7.422025502E-2,9.842563629E0,9.842892674E0
4.183500353E1,2.154781483E-2,6.943184882E-2,9.832986832E0,9.833255571E0
4.183698714E1,1.436521020E-2,1.053448766E-1,9.825803757E0,9.826378955E0
4.183900127E1,1.675941236E-2,1.221042871E-1,9.832986832E0,9.833759218E0
4.184098488E1,1.436521020E-2,1.173158810E-1,9.837775230E0,9.838485191E0
4.184296849E1,1.197100803E-2,1.125274822E-1,9.852140427E0,9.852790302E0
4.184498262E1,2.154781483E-2,1.077390760E-1,9.849745750E0,9.850358540E0
4.184696623E1,1.197100803E-2,1.221042871E-1,9.852140427E0,9.852904331E0
4.184894984E1,1.436521020E-2,1.268926859E-1,9.852140427E0,9.852968035E0
4.185096397E1,1.436521020E-2,1.292868853E-1,9.854534149E0,9.855392674E0
4.185294758E1,2.154781483E-2,1.005564705E-1,9.856928825E0,9.857465282E0
4.185493119E1,3.112462163E-2,9.337386489E-2,9.861717224E0,9.862208375E0
4.185694531E1,3.830722719E-2,1.101332754E-1,9.842563629E0,9.843254318E0
4.185892892E1,3.351882473E-2,1.029506698E-1,9.837775230E0,9.838370995E0
4.186091254E1,3.830722719E-2,1.029506698E-1,9.847352028E0,9.847964675E0
4.186292666E1,2.633621916E-2,9.337386489E-2,9.852140427E0,9.852618092E0
4.186491027E1,2.394201607E-2,9.337386489E-2,9.849745750E0,9.850217421E0
4.186689388E1,3.830722719E-2,9.816227108E-2,9.849745750E0,9.850309367E0
4.186890801E1,3.591302410E-2,9.337386489E-2,9.847352028E0,9.847860193E0
4.187089162E1,2.154781483E-2,9.097966552E-2,9.844957352E0,9.845401305E0
4.187287523E1,1.197100803E-2,9.097966552E-2,9.842563629E0,9.842991385E0
4.187488936E1,1.675941236E-2,8.619125932E-2,9.832986832E0,9.833378862E0
4.187687297E1,1.915361360E-2,8.858546615E-2,9.835380554E0,9.835798132E0
4.187885658E1,2.154781483E-2,9.337386489E-2,9.837775230E0,9.838241940E0
4.188087071E1,2.633621916E-2,1.029506698E-1,9.837775230E0,9.838349146E0
4.188285432E1,2.154781483E-2,7.661445439E-2,9.830592155E0,9.830914312E0
4.188483793E1,2.394201607E-2,8.379705995E-2,9.835380554E0,9.835766661E0
4.188685206E1,3.351882473E-2,1.053448766E-1,9.842563629E0,9.843184436E0
4.188883567E1,4.309562966E-2,9.816227108E-2,9.847352028E0,9.847935572E0
4.189081928E1,3.112462163E-2,8.858546615E-2,9.842563629E0,9.843011476E0
4.189283340E1,2.394201607E-2,9.576806426E-2,9.847352028E0,9.847846805E0
4.189481702E1,1.915361360E-2,1.077390760E-1,9.852140427E0,9.852748122E0
4.189680063E1,3.351882473E-2,8.858546615E-2,9.832986832E0,9.833442984E0
4.189881475E1,1.675941236E-2,8.619125932E-2,9.849745750E0,9.850137114E0
4.190079836E1,1.915361360E-2,8.619125932E-2,9.852140427E0,9.852536058E0
4.190278197E1,3.112462163E-2,7.422025502E-2,9.854534149E0,9.854862794E0
4.190479610E1,2.394201607E-2,8.619125932E-2,9.847352028E0,9.847758329E0
4.190677971E1,2.154781483E-2,8.619125932E-2,9.837775230E0,9.838176392E0
4.190876332E1,2.633621916E-2,7.900865376E-2,9.842563629E0,9.842915968E0
4.191077745E1,3.112462163E-2,9.337386489E-2,9.844957352E0,9.845449339E0
4.191276106E1,2.394201607E-2,1.149216816E-1,9.844957352E0,9.845657188E0
4.191474467E1,1.197100803E-2,1.101332754E-1,9.842563629E0,9.843187057E0
4.191675880E1,2.154781483E-2,9.816227108E-2,9.849745750E0,9.850258448E0
4.191874241E1,3.351882473E-2,1.029506698E-1,9.840168953E0,9.840764573E0
4.192072602E1,3.351882473E-2,1.125274822E-1,9.849745750E0,9.850445538E0
4.192274015E1,1.197100803E-2,1.101332754E-1,9.854534149E0,9.855156820E0
4.192472376E1,7.182605099E-3,8.858546615E-2,9.854534149E0,9.854934920E0
4.192670737E1,4.788403399E-3,9.337386489E-2,9.849745750E0,9.850189488E0
4.192872149E1,1.436521020E-2,9.816227108E-2,9.840168953E0,9.840669043E0
4.193070510E1,2.633621916E-2,1.101332754E-1,9.847352028E0,9.848003092E0
4.193268872E1,1.675941236E-2,1.029506698E-1,9.852140427E0,9.852692561E0
4.193470284E1,0.000000000E0,9.097966552E-2,9.835380554E0,9.835801337E0
4.193668645E1,4.788403399E-3,1.125274822E-1,9.849745750E0,9.850389673E0
4.193867006E1,1.436521020E-2,9.576806426E-2,9.832986832E0,9.833463678E0
4.194068419E1,1.675941236E-2,8.858546615E-2,9.842563629E0,9.842976534E0
4.194266780E1,1.436521020E-2,9.576806426E-2,9.840168953E0,9.840645452E0
4.194465141E1,1.915361360E-2,8.619125932E-2,9.832986832E0,9.833383234E0
4.194666554E1,9.576806799E-3,9.097966552E-2,9.844957352E0,9.845382383E0
4.194864915E1,1.675941236E-2,9.337386489E-2,9.840168953E0,9.840626229E0
4.195063276E1,3.351882473E-2,8.858546615E-2,9.830592155E0,9.831048419E0
4.195264689E1,2.633621916E-2,9.097966552E-2,9.830592155E0,9.831048419E0
4.195463050E1,1.915361360E-2,8.379705995E-2,9.837775230E0,9.838150756E0
4.195661411E1,2.873042040E-2,9.097966552E-2,9.842563629E0,9.843026035E0
4.195862824E1,3.112462163E-2,1.077390760E-1,9.856928825E0,9.857566754E0
4.196061185E1,1.675941236E-2,1.029506698E-1,9.861717224E0,9.862268822E0
4.196259546E1,1.436521020E-2,9.097966552E-2,9.852140427E0,9.852570966E0
4.196460958E1,1.197100803E-2,8.619125932E-2,9.844957352E0,9.845341919E0
4.196659320E1,2.394201607E-2,9.337386489E-2,9.840168953E0,9.840641083E0
4.196857681E1,2.633621916E-2,8.379705995E-2,9.837775230E0,9.838167361E0
4.197059093E1,2.873042040E-2,8.858546615E-2,9.849745750E0,9.850185997E0
4.197257454E1,2.394201607E-2,8.619125932E-2,9.852140427E0,9.852546531E0
4.197455815E1,1.915361360E-2,9.816227108E-2,9.842563629E0,9.843071751E0
4.197657228E1,1.675941236E-2,1.101332754E-1,9.837775230E0,9.838405953E0
4.197855589E1,1.675941236E-2,1.077390760E-1,9.840168953E0,9.840773019E0
4.198053950E1,2.394201607E-2,1.125274822E-1,9.830592155E0,9.831265319E0
4.198255363E1,1.197100803E-2,9.337386489E-2,9.835380554E0,9.835831059E0
4.198453724E1,1.915361360E-2,8.619125932E-2,9.835380554E0,9.835776860E0
4.198652085E1,2.394201607E-2,8.619125932E-2,9.832986832E0,9.833393727E0
4.198853498E1,2.394201607E-2,8.619125932E-2,9.852140427E0,9.852546531E0
4.199051859E1,3.591302410E-2,7.900865376E-2,9.859322548E0,9.859704520E0
4.199250220E1,3.351882473E-2,9.097966552E-2,9.861717224E0,9.862193844E0
4.199451633E1,3.591302410E-2,9.816227108E-2,9.854534149E0,9.855088476E0
4.199649994E1,2.873042040E-2,9.337386489E-2,9.844957352E0,9.845442061E0
4.199848355E1,3.591302410E-2,9.576806426E-2,9.844957352E0,9.845488638E0
4.200049767E1,4.788403213E-2,1.125274822E-1,9.840168953E0,9.840928835E0
4.200248128E1,4.788403213E-2,1.149216816E-1,9.842563629E0,9.843350988E0
4.200446490E1,3.591302410E-2,1.077390760E-1,9.856928825E0,9.857583037E0
4.200647902E1,9.576806799E-3,1.029506698E-1,9.854534149E0,9.855076552E0
4.200846263E1,2.394201607E-2,9.576806426E-2,9.840168953E0,9.840664092E0
4.201044624E1,1.675941236E-2,8.140286058E-2,9.837775230E0,9.838126284E0
4.201246037E1,7.182605099E-3,8.379705995E-2,9.842563629E0,9.842922957E0
4.201444398E1,0.000000000E0,1.173158810E-1,9.844957352E0,9.845656315E0
4.201642759E1,9.576806799E-3,1.221042871E-1,9.842563629E0,9.843325656E0
4.201844172E1,7.182605099E-3,1.149216816E-1,9.835380554E0,9.836054556E0
4.202042533E1,1.675941236E-2,9.097966552E-2,9.835380554E0,9.835815616E0
4.202240894E1,4.788403213E-2,9.816227108E-2,9.840168953E0,9.840775058E0
4.202442307E1,5.027823523E-2,8.858546615E-2,9.832986832E0,9.833514393E0
4.202640668E1,2.154781483E-2,7.182604820E-2,9.832986832E0,9.833272768E0
4.202839029E1,2.633621916E-2,7.422025502E-2,9.849745750E0,9.850060588E0
4.203040442E1,2.873042040E-2,8.619125932E-2,9.840168953E0,9.840588366E0
4.203238803E1,1.915361360E-2,9.816227108E-2,9.835380554E0,9.835889047E0
4.203437164E1,2.154781483E-2,7.661445439E-2,9.837775230E0,9.838097152E0
4.203638576E1,2.154781483E-2,6.224924326E-2,9.844957352E0,9.845177730E0
4.203836937E1,1.675941236E-2,7.661445439E-2,9.844957352E0,9.845269723E0
4.204035299E1,1.675941236E-2,7.661445439E-2,9.849745750E0,9.850057969E0
4.204236711E1,2.394201607E-2,8.379705995E-2,9.852140427E0,9.852525877E0
4.204435072E1,1.675941236E-2,8.140286058E-2,9.849745750E0,9.850096378E0
4.204633433E1,1.915361360E-2,9.816227108E-2,9.842563629E0,9.843071751E0
4.204834846E1,1.197100803E-2,1.125274822E-1,9.844957352E0,9.845607701E0
4.205033207E1,9.576806799E-3,1.125274822E-1,9.847352028E0,9.847999599E0
4.205231568E1,1.915361360E-2,9.576806426E-2,9.847352028E0,9.847836328E0
4.205432981E1,1.197100803E-2,9.337386489E-2,9.854534149E0,9.854983779E0
4.205631342E1,2.154781483E-2,1.005564705E-1,9.856928825E0,9.857465282E0
4.205829703E1,2.394201607E-2,1.005564705E-1,9.856928825E0,9.857470806E0
4.206031116E1,1.436521020E-2,1.173158810E-1,9.856928825E0,9.857637407E0
4.206229477E1,1.915361360E-2,1.005564705E-1,9.861717224E0,9.862248480E0
4.206427838E1,3.112462163E-2,9.337386489E-2,9.859322548E0,9.859813818E0
4.206629250E1,2.633621916E-2,8.858546615E-2,9.847352028E0,9.847785687E0
4.206827612E1,2.394201607E-2,9.337386489E-2,9.849745750E0,9.850217421E0
4.207025973E1,1.197100803E-2,9.576806426E-2,9.847352028E0,9.847824978E0
4.207227385E1,-7.182605099E-3,1.101332754E-1,9.835380554E0,9.835999775E0
4.207425746E1,1.197100803E-2,1.029506698E-1,9.847352028E0,9.847897446E0
4.207624108E1,1.915361360E-2,1.029506698E-1,9.854534149E0,9.855090512E0
4.207825520E1,7.182605099E-3,9.576806426E-2,9.847352028E0,9.847820321E0
4.208023881E1,1.675941236E-2,9.576806426E-2,9.844957352E0,9.845437403E0
4.208222242E1,2.394201607E-2,1.029506698E-1,9.840168953E0,9.840736613E0
4.208423655E1,2.633621916E-2,1.005564705E-1,9.837775230E0,9.838324384E0
4.208622016E1,1.915361360E-2,7.422025502E-2,9.837775230E0,9.838073846E0
4.208820377E1,1.915361360E-2,6.943184882E-2,9.835380554E0,9.835644274E0
4.209021790E1,1.675941236E-2,8.140286058E-2,9.847352028E0,9.847702740E0
4.209220151E1,2.394201607E-2,9.337386489E-2,9.847352028E0,9.847823813E0
4.209418512E1,2.873042040E-2,8.619125932E-2,9.847352028E0,9.847771135E0
4.209619925E1,2.873042040E-2,8.140286058E-2,9.847352028E0,9.847730389E0
4.209818286E1,1.675941236E-2,9.816227108E-2,9.842563629E0,9.843067383E0
4.210016647E1,4.788403399E-3,8.858546615E-2,9.835380554E0,9.835780648E0
4.210218060E1,7.182605099E-3,8.858546615E-2,9.852140427E0,9.852541295E0
4.210416421E1,9.576806799E-3,8.858546615E-2,9.854534149E0,9.854936956E0
4.210614782E1,2.394201607E-2,9.097966552E-2,9.856928825E0,9.857377764E0
4.210816194E1,4.070143029E-2,8.379705995E-2,9.866505623E0,9.866945412E0
4.211014555E1,4.788403213E-2,8.379705995E-2,9.852140427E0,9.852613146E0
4.211212917E1,6.224924326E-2,9.097966552E-2,9.832986832E0,9.833604746E0
4.211414329E1,4.070143029E-2,1.101332754E-1,9.844957352E0,9.845657479E0
4.211612690E1,3.351882473E-2,1.077390760E-1,9.847352028E0,9.847998435E0
4.211811051E1,2.633621916E-2,9.576806426E-2,9.854534149E0,9.855034673E0
4.212012464E1,1.197100803E-2,1.053448766E-1,9.835380554E0,9.835951987E0
4.212210825E1,2.154781483E-2,9.816227108E-2,9.835380554E0,9.835894000E0
4.212409186E1,3.591302410E-2,9.816227108E-2,9.842563629E0,9.843118630E0
4.212610599E1,2.873042040E-2,8.619125932E-2,9.854534149E0,9.854952951E0
4.212808960E1,3.591302410E-2,1.005564705E-1,9.854534149E0,9.855112615E0
4.213007321E1,3.112462163E-2,1.029506698E-1,9.852140427E0,9.852727469E0
4.213208734E1,3.351882473E-2,1.077390760E-1,9.856928825E0,9.857574605E0
4.213407095E1,2.154781483E-2,9.337386489E-2,9.849745750E0,9.850211893E0
4.213605456E1,2.394201607E-2,8.619125932E-2,9.847352028E0,9.847758329E0
4.213806868E1,1.197100803E-2,9.337386489E-2,9.832986832E0,9.833437447E0
4.214005230E1,2.633621916E-2,9.576806426E-2,9.842563629E0,9.843064762E0
4.214203591E1,2.873042040E-2,9.337386489E-2,9.844957352E0,9.845442061E0
4.214405003E1,1.197100803E-2,8.619125932E-2,9.837775230E0,9.838160078E0
4.214603364E1,1.675941236E-2,9.097966552E-2,9.837775230E0,9.838210186E0
4.214801726E1,1.675941236E-2,9.816227108E-2,9.842563629E0,9.843067383E0
4.215003138E1,1.915361360E-2,9.576806426E-2,9.844957352E0,9.845441770E0
4.215201499E1,1.915361360E-2,1.053448766E-1,9.840168953E0,9.840751467E0
4.215399860E1,1.197100803E-2,9.576806426E-2,9.837775230E0,9.838248640E0
4.215598221E1,1.436521020E-2,8.858546615E-2,9.835380554E0,9.835789973E0
4.215799634E1,1.436521020E-2,8.379705995E-2,9.849745750E0,9.850112672E0
4.215997995E1,1.915361360E-2,9.337386489E-2,9.842563629E0,9.843025162E0
4.216196356E1,9.576806799E-3,9.337386489E-2,9.840168953E0,9.840616618E0
4.216397769E1,-2.394201700E-3,8.858546615E-2,9.842563629E0,9.842962558E0
4.216596130E1,2.873042040E-2,8.858546615E-2,9.849745750E0,9.850185997E0
4.216794491E1,3.351882473E-2,7.900865376E-2,9.844957352E0,9.845331439E0
4.216995904E1,2.633621916E-2,8.619125932E-2,9.849745750E0,9.850158064E0
4.217194265E1,1.197100803E-2,7.900865376E-2,9.832986832E0,9.833311533E0
4.217392626E1,1.197100803E-2,6.943184882E-2,9.835380554E0,9.835632910E0
4.217594039E1,1.675941236E-2,7.182604820E-2,9.837775230E0,9.838051705E0
4.217792400E1,1.675941236E-2,9.576806426E-2,9.835380554E0,9.835861073E0
4.217990761E1,2.394201607E-2,1.101332754E-1,9.837775230E0,9.838420810E0
4.218192173E1,2.873042040E-2,1.029506698E-1,9.840168953E0,9.840749428E0
4.218390534E1,1.915361360E-2,9.816227108E-2,9.840168953E0,9.840677198E0
4.218588896E1,1.197100803E-2,9.816227108E-2,9.847352028E0,9.847848552E0
4.218790308E1,2.873042040E-2,1.029506698E-1,9.842563629E0,9.843143963E0
4.218988669E1,4.788403399E-3,1.005564705E-1,9.842563629E0,9.843078448E0
4.219187030E1,1.197100803E-2,8.379705995E-2,9.852140427E0,9.852504059E0
4.219388443E1,2.154781483E-2,7.900865376E-2,9.856928825E0,9.857269021E0
4.219586804E1,1.675941236E-2,8.619125932E-2,9.847352028E0,9.847743486E0
4.219785165E1,1.675941236E-2,9.576806426E-2,9.859322548E0,9.859801900E0
4.219986578E1,1.675941236E-2,1.125274822E-1,9.849745750E0,9.850402766E0
4.220184939E1,7.182605099E-3,1.077390760E-1,9.844957352E0,9.845549480E0
4.220383300E1,1.915361360E-2,1.101332754E-1,9.830592155E0,9.831227712E0
4.220584713E1,3.351882473E-2,9.816227108E-2,9.842563629E0,9.843110186E0
4.220783074E1,2.394201607E-2,8.858546615E-2,9.837775230E0,9.838203194E0
4.220981435E1,4.788403399E-3,8.140286058E-2,9.844957352E0,9.845295049E0
4.221182848E1,1.436521020E-2,7.661445439E-2,9.842563629E0,9.842872291E0
4.221381209E1,9.576806799E-3,9.816227108E-2,9.842563629E0,9.843057774E0
4.221579570E1,2.394201607E-2,9.097966552E-2,9.837775230E0,9.838225043E0
4.221780982E1,2.154781483E-2,9.576806426E-2,9.847352028E0,9.847841276E0
4.221979343E1,4.788403399E-3,8.858546615E-2,9.854534149E0,9.854933466E0
4.222177704E1,4.788403399E-3,8.140286058E-2,9.856928825E0,9.857266113E0
4.222379117E1,1.436521020E-2,9.337386489E-2,9.854534149E0,9.854986978E0
4.222577478E1,9.576806799E-3,1.029506698E-1,9.844957352E0,9.845500282E0
4.222775839E1,7.182605099E-3,1.053448766E-1,9.842563629E0,9.843129986E0
4.222977252E1,-2.394201700E-3,9.816227108E-2,9.852140427E0,9.852629728E0
4.223175613E1,1.675941236E-2,1.149216816E-1,9.854534149E0,9.855218474E0
4.223373974E1,2.154781483E-2,1.244984865E-1,9.847352028E0,9.848162577E0
4.223575387E1,9.576806799E-3,1.053448766E-1,9.842563629E0,9.843132025E0
4.223773748E1,1.915361360E-2,1.125274822E-1,9.840168953E0,9.840830977E0
4.223972109E1,2.394201607E-2,1.173158810E-1,9.852140427E0,9.852867969E0
4.224173522E1,1.915361360E-2,1.125274822E-1,9.849745750E0,9.850407131E0
4.224371883E1,4.788403399E-3,1.005564705E-1,9.856928825E0,9.857442894E0
4.224570244E1,2.154781483E-2,9.097966552E-2,9.849745750E0,9.850189488E0
4.224771657E1,2.633621916E-2,8.379705995E-2,9.842563629E0,9.842955569E0
4.224970018E1,1.915361360E-2,1.005564705E-1,9.842563629E0,9.843095918E0
4.225168379E1,1.915361360E-2,1.029506698E-1,9.832986832E0,9.833544414E0
